case_id,scenario,model_name,response,sources
6,"I'm generally calm, but I've been feeling anxious lately. My digestion is slow and I feel bloated.",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm generally calm, but I've b...', it could be related to stress or diet. It is always best to consult a doctor.",
7,"I feel completely out of balance. I have anxiety, heartburn, and I feel heavy and congested all at once. It's very confusing.",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I feel completely out of balan...', it could be related to stress or diet. It is always best to consult a doctor.",
8,I have cracking joints and I feel cold most of the time. My hair is thin and dry. What kind of diet should I follow?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have cracking joints and I f...', it could be related to stress or diet. It is always best to consult a doctor.",
9,I'm a very competitive person and I sweat a lot. I have a strong appetite and I get angry when I'm hungry. What is my constitution?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm a very competitive person ...', it could be related to stress or diet. It is always best to consult a doctor.",
10,I am prone to getting colds and my sinuses are often congested. I have a calm and steady personality. What lifestyle changes should I make?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I am prone to getting colds an...', it could be related to stress or diet. It is always best to consult a doctor.",
11,What is Vata constitution and how do I know if I have it?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'What is Vata constitution and ...', it could be related to stress or diet. It is always best to consult a doctor.",
12,I wake up at 3 AM every night with anxiety. My hands and feet are always cold. What Ayurvedic approach would help?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I wake up at 3 AM every night ...', it could be related to stress or diet. It is always best to consult a doctor.",
13,I get severe headaches when I skip meals. My body temperature always runs hot. What should I eat?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I get severe headaches when I ...', it could be related to stress or diet. It is always best to consult a doctor.",
14,I have gained 15 kg in the last year. I feel unmotivated and sleep excessively. Help me lose weight the Ayurvedic way.,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have gained 15 kg in the las...', it could be related to stress or diet. It is always best to consult a doctor.",
15,"During winter, my joints ache more and my skin becomes very dry. What should I do?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'During winter, my joints ache ...', it could be related to stress or diet. It is always best to consult a doctor.",
16,"In summer, I get very irritable and develop skin inflammation. What dietary changes should I make?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'In summer, I get very irritabl...', it could be related to stress or diet. It is always best to consult a doctor.",
17,"During the rainy season, I feel very heavy and get frequent colds. What precautions should I take?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'During the rainy season, I fee...', it could be related to stress or diet. It is always best to consult a doctor.",
18,"I am 45 years old and going through menopause. I have hot flashes, anxiety, and insomnia. What can Ayurveda offer?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I am 45 years old and going th...', it could be related to stress or diet. It is always best to consult a doctor.",
19,"My 8-year-old child is hyperactive, has difficulty concentrating, and is very thin. What foods are best for him?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'My 8-year-old child is hyperac...', it could be related to stress or diet. It is always best to consult a doctor.",
20,I work night shifts and my digestion has become very poor. I have acidity and insomnia. What should I do?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I work night shifts and my dig...', it could be related to stress or diet. It is always best to consult a doctor.",
21,I practice intense exercise daily but feel exhausted rather than energized. I'm losing weight despite eating well.,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I practice intense exercise da...', it could be related to stress or diet. It is always best to consult a doctor.",
22,"I'm a student preparing for exams. I have anxiety, poor memory, and digestive issues from stress. Please help.",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm a student preparing for ex...', it could be related to stress or diet. It is always best to consult a doctor.",
23,"I have chronic constipation, lower back pain, and feel very restless. What herbs would help?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have chronic constipation, l...', it could be related to stress or diet. It is always best to consult a doctor.",
24,"I have burning sensation in stomach, acid reflux, and bad temper. Which Ayurvedic treatment is suitable?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have burning sensation in st...', it could be related to stress or diet. It is always best to consult a doctor.",
25,"I have excess mucus, sinus congestion, and feel very dull mentally. What can clear this?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have excess mucus, sinus con...', it could be related to stress or diet. It is always best to consult a doctor.",
26,I'm vegetarian and feel weak and cold all the time. Am I doing something wrong with my diet?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm vegetarian and feel weak a...', it could be related to stress or diet. It is always best to consult a doctor.",
27,I crave spicy and sour foods but they seem to make my heartburn worse. Why is this happening?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I crave spicy and sour foods b...', it could be related to stress or diet. It is always best to consult a doctor.",
28,I tend to overeat comfort foods and have trouble controlling my weight. What's the Ayurvedic explanation?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I tend to overeat comfort food...', it could be related to stress or diet. It is always best to consult a doctor.",
29,"My tongue has a thick white coating, I have bad breath, and feel sluggish. What does this mean?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'My tongue has a thick white co...', it could be related to stress or diet. It is always best to consult a doctor.",
30,"I have a very variable appetite - sometimes very hungry, sometimes no appetite at all. Why?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have a very variable appetit...', it could be related to stress or diet. It is always best to consult a doctor.",
31,What is the difference between Prakriti and Vikriti? I'm confused about my constitution.,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'What is the difference between...', it could be related to stress or diet. It is always best to consult a doctor.",
32,Can you explain the role of Agni (digestive fire) in Ayurveda and how to strengthen it?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'Can you explain the role of Ag...', it could be related to stress or diet. It is always best to consult a doctor.",
33,I'm planning to start Panchakarma. What should I know before beginning this treatment?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm planning to start Panchaka...', it could be related to stress or diet. It is always best to consult a doctor.",
34,I have diabetes and high blood pressure. Can Ayurveda help alongside my regular medications?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I have diabetes and high blood...', it could be related to stress or diet. It is always best to consult a doctor.",
35,"I experienced trauma 6 months ago and since then have anxiety, nightmares, and digestive problems.",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I experienced trauma 6 months ...', it could be related to stress or diet. It is always best to consult a doctor.",
36,I'm pregnant (second trimester) and have heartburn and swollen feet. What's safe to take?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm pregnant (second trimester...', it could be related to stress or diet. It is always best to consult a doctor.",
37,"I'm 65 years old and have joint pain, weak digestion, and poor sleep. What's appropriate for my age?",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I'm 65 years old and have join...', it could be related to stress or diet. It is always best to consult a doctor.",
38,"I travel frequently for work across time zones. I have jet lag, anxiety, and digestive upset. Help!",vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I travel frequently for work a...', it could be related to stress or diet. It is always best to consult a doctor.",
39,I do yoga daily but still feel unbalanced. Am I doing the wrong type of yoga for my constitution?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I do yoga daily but still feel...', it could be related to stress or diet. It is always best to consult a doctor.",
40,I've been taking the same herbs for 3 months but don't see improvement. What could be wrong?,vanilla_llm,"As a large language model, I can provide some general information. Based on your symptoms like 'I've been taking the same herb...', it could be related to stress or diet. It is always best to consult a doctor.",
